price,baths,beds,dogs_allowed,comes_furnished,type,sqfeet,parking_options,laundry_options,state,lat,long,id
595,1,1,0,0,apartment,552,off-street parking,laundry on site,ms,32.3055,'-90.2309,7035124721
675,1,1,0,0,apartment,550,off-street parking,laundry in bldg,il,42.2413,'-89.026,7035125551
925,1,1,0,0,apartment,868,attached garage,w/d in unit,wi,42.6052,'-87.8299,7035125970
705,1,1,0,0,apartment,900,off-street parking,w/d hookups,ms,32.3932,'-90.163,7035128400
550,1,1,0,0,apartment,500,off-street parking,no laundry on site,mi,43.0437,'-83.6546,7035128575
1960,1,1,0,1,apartment,800,off-street parking,laundry on site,dc,38.9392,'-77.0608,7035129090
475,1,1,0,0,apartment,500,off-street parking,no laundry on site,az,32.7178,'-114.622,7035130352
475,1,1,0,0,apartment,500,off-street parking,no laundry on site,az,32.7178,'-114.622,7035132396
775,1,1,0,0,apartment,330,off-street parking,laundry on site,wi,43.073,'-89.4196,7035132562
710,1,1,0,0,apartment,925,off-street parking,laundry on site,wi,43.0737,'-89.4198,7035133362
249,1,1,0,1,apartment,380,carport,laundry on site,nv,36.1014,'-115.201,7035134505
750,1,1,0,0,cottage/cabin,670,off-street parking,w/d hookups,in,39.8927,'-86.138,7035134688
475,1,1,0,0,apartment,500,off-street parking,no laundry on site,az,32.7039,'-114.634,7035135252
350,1,1,0,1,condo,420,carport,laundry in bldg,tx,27.817,'-97.393,7035136874
650,1,1,0,0,apartment,700,carport,w/d hookups,tx,26.1923,'-98.2657,7035137779
840,1,1,0,0,apartment,500,street parking,laundry on site,wi,43.071,'-89.4025,7035139638
650,1,1,0,0,apartment,700,carport,w/d hookups,tx,26.1923,'-98.2657,7035140692
850,1,1,0,0,apartment,700,off-street parking,laundry in bldg,wi,42.6052,'-87.8299,7035141913
605,1,1,0,0,apartment,550,off-street parking,laundry in bldg,il,42.2413,'-89.026,7035143046
825,1,1,0,0,apartment,750,off-street parking,laundry in bldg,mn,46.8764,'-96.7916,7035149211
625,1,1,0,0,apartment,700,off-street parking,laundry in bldg,il,42.2465,'-89.0571,7035149946
750,1,1,0,0,apartment,700,off-street parking,laundry in bldg,il,42.2465,'-89.0571,7035154663
395,1,1,0,0,apartment,616,off-street parking,w/d hookups,mi,44.4845,'-84.6779,7035158489
721,1,1,0,0,apartment,704,off-street parking,w/d in unit,or,44.8454,'-123.232,7035159272
1370,1,1,0,0,apartment,750,street parking,w/d in unit,pa,40.1991,'-75.5218,7035159778
795,1,1,0,1,apartment,800,off-street parking,no laundry on site,wy,44.3454,'-106.698,7035160779
400,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,33.6954,'-84.2489,7035161758
900,1,1,0,0,apartment,675,attached garage,laundry on site,tx,27.7961,'-97.3941,7035162032
0,1,1,0,0,apartment,680,carport,laundry on site,ca,36.8149,'-119.711,7035162547
550,1,1,0,0,apartment,600,street parking,laundry on site,in,40.4287,'-86.8859,7035162690
1370,1,1,0,0,apartment,750,street parking,w/d in unit,pa,40.1991,'-75.5218,7035164259
950,1,1,0,0,apartment,750,off-street parking,laundry in bldg,de,39.7359,'-75.6647,7035165245
1299,1,1,0,0,apartment,850,off-street parking,laundry on site,nj,40.2634,'-74.2735,7035173373
0,1,1,0,0,apartment,552,off-street parking,laundry in bldg,wi,44.3525,'-89.1032,7035174214
1299,1,1,0,0,apartment,850,off-street parking,laundry on site,nj,40.2634,'-74.2735,7035175554
1325,1,1,0,0,apartment,700,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7035181007
1052,1,1,0,0,apartment,533,off-street parking,laundry on site,ca,38.0241,'-121.361,7035181108
1000,1,1,0,1,apartment,800,off-street parking,w/d in unit,vt,44.2593,'-72.5742,7035184075
675,1,1,0,1,apartment,675,off-street parking,w/d in unit,la,29.6495,'-90.548,7035184118
880,1,1,0,0,apartment,625,off-street parking,laundry on site,wi,43.0321,'-89.4993,7035184606
945,1,1,0,0,apartment,800,off-street parking,laundry on site,wi,43.0678,'-89.4097,7035185099
945,1,1,0,0,apartment,800,off-street parking,laundry on site,wi,43.0678,'-89.4097,7035185411
945,1,1,0,0,apartment,800,off-street parking,laundry on site,wi,43.0678,'-89.4097,7035185622
945,1,1,0,0,apartment,800,off-street parking,laundry on site,wi,43.0678,'-89.4097,7035185862
975,1,1,0,0,apartment,736,carport,w/d in unit,ca,36.2682,'-119.817,7035186687
0,1,1,0,0,apartment,680,carport,laundry on site,ca,36.8149,'-119.711,7035188618
2200,1,1,0,0,duplex,1010,off-street parking,w/d in unit,wa,46.2109,'-119.168,7035189728
900,1,1,0,0,apartment,739,off-street parking,laundry on site,fl,28.8846,'-81.3065,7035193722
1100,1,1,0,1,condo,440,carport,laundry on site,tx,27.8239,'-97.3878,7035195987
695,1,1,0,0,apartment,450,street parking,laundry in bldg,wv,37.7484,'-80.4652,7035196627
600,1,1,0,0,apartment,585,off-street parking,laundry in bldg,oh,39.1602,'-84.3098,7035199257
835,1,1,0,0,apartment,475,off-street parking,laundry on site,id,43.5969,'-116.187,7035199840
475,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035202686
185,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7914,'-83.679,7035203141
325,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035203329
575,1,1,0,0,apartment,608,street parking,laundry on site,ok,35.3913,'-97.5534,7035203992
1520,1,1,0,0,apartment,669,carport,laundry on site,ca,37.5239,'-120.852,7035204843
900,1,1,0,0,apartment,432,off-street parking,w/d hookups,nv,39.541,'-119.808,7035206127
1240,1,1,0,1,apartment,610,street parking,no laundry on site,pa,40.6516,'-75.224,7035206382
599,1,1,0,0,apartment,718,street parking,laundry on site,ok,35.3913,'-97.5534,7035206469
1240,1,1,0,1,apartment,610,street parking,no laundry on site,pa,40.6516,'-75.224,7035208012
825,1,1,0,1,apartment,1010,off-street parking,w/d in unit,mo,38.9485,'-92.3275,7035208802
1450,1,1,0,0,house,658,attached garage,no laundry on site,wa,48.2283,'-122.519,7035211264
1625,1,1,0,0,apartment,706,attached garage,w/d in unit,or,45.5319,'-122.699,7035211856
735,1,1,0,0,apartment,650,off-street parking,w/d hookups,tx,29.5714,'-98.5414,7035211909
835,1,1,0,0,apartment,540,off-street parking,laundry on site,ca,39.7224,'-121.811,7035215366
1975,1,1,0,1,apartment,580,off-street parking,laundry on site,ca,33.1101,'-117.07,7035217404
800,1,1,0,0,apartment,800,street parking,w/d in unit,tx,29.3052,'-94.7879,7035217517
875,1,1,0,0,apartment,450,off-street parking,w/d in unit,sd,44.3053,'-96.7987,7035221150
1350,1,1,0,0,apartment,550,attached garage,laundry in bldg,or,45.5248,'-122.696,7035221669
1581,1,1,0,0,apartment,692,carport,w/d in unit,mi,42.3175,'-83.7059,7035222470
595,1,1,0,0,apartment,650,off-street parking,laundry on site,oh,40.0306,'-82.9885,7035222647
950,1,1,0,0,apartment,750,off-street parking,laundry in bldg,de,39.7359,'-75.6647,7035223049
730,1,1,0,0,apartment,590,off-street parking,w/d in unit,mn,45.5432,'-94.1969,7035224640
695,1,1,0,0,apartment,700,off-street parking,laundry on site,va,36.8688,'-76.2278,7035225827
999,1,1,0,0,apartment,700,carport,laundry on site,fl,27.253,'-81.3422,7035227010
1295,1,1,0,0,apartment,750,off-street parking,laundry in bldg,ny,43.075,'-73.7884,7035227542
695,1,1,0,0,apartment,650,off-street parking,laundry on site,va,36.9321,'-76.207,7035229734
1395,1,1,0,0,apartment,420,off-street parking,laundry on site,wi,43.0735,'-89.38,7035229839
1450,1,1,0,0,apartment,865,attached garage,w/d hookups,vt,44.4537,'-73.1088,7035230061
1170,1,1,0,0,apartment,750,off-street parking,laundry in bldg,ny,43.075,'-73.7884,7035230835
1170,1,1,0,0,apartment,750,off-street parking,laundry in bldg,ny,43.075,'-73.7884,7035232488
1400,1,1,0,0,cottage/cabin,800,attached garage,w/d hookups,wa,48.0693,'-123.678,7035234143
700,1,1,0,0,condo,650,street parking,laundry on site,mi,42.5034,'-82.9387,7035234888
675,1,1,0,0,apartment,800,off-street parking,w/d hookups,tx,27.6349,'-97.3103,7035235315
1300,1,1,0,1,condo,700,carport,laundry in bldg,mi,42.0704,'-86.5079,7035236175
1250,1,1,0,1,apartment,750,off-street parking,w/d in unit,wa,47.4352,'-120.146,7035237698
1329,1,1,0,0,loft,700,off-street parking,laundry on site,ny,43.0789,'-73.7802,7035239462
1395,1,1,0,0,apartment,700,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7035240265
715,1,1,0,0,apartment,630,off-street parking,w/d in unit,ia,41.6369,'-93.6877,7035241137
1105,1,1,0,0,apartment,682,carport,w/d in unit,ca,36.3024,'-119.808,7035241227
1319,1,1,0,0,apartment,700,off-street parking,laundry in bldg,ny,43.0887,'-73.7809,7035242049
600,1,1,0,0,apartment,837,off-street parking,w/d hookups,la,30.2368,'-92.8219,7035242279
2174,1,1,0,0,apartment,900,off-street parking,w/d in unit,ny,43.0792,'-73.7815,7035243487
1149,1,1,0,0,apartment,637,off-street parking,laundry in bldg,ny,43.067,'-73.7795,7035245210
675,1,1,0,0,apartment,650,off-street parking,laundry on site,tx,31.7315,'-95.6092,7035245535
1021,1,1,0,0,apartment,637,off-street parking,laundry in bldg,ny,43.067,'-73.7795,7035247662
695,1,1,0,0,apartment,500,off-street parking,laundry on site,mi,42.97,'-85.6925,7035248361
745,1,1,0,0,apartment,450,street parking,no laundry on site,mt,46.5398,'-112.176,7035250448
1395,1,1,0,0,apartment,450,off-street parking,laundry on site,wi,43.0735,'-89.38,7035253309
1350,1,1,0,0,apartment,425,street parking,w/d in unit,sc,32.7896,'-79.9406,7035253984
650,1,1,0,0,apartment,500,street parking,w/d in unit,pa,40.3306,'-75.9192,7035257569
645,1,1,0,0,apartment,750,off-street parking,laundry on site,ms,32.3055,'-90.2309,7035258042
939,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.4493,'-79.9008,7035259081
595,1,1,0,0,apartment,552,off-street parking,laundry on site,ms,32.3055,'-90.2309,7035260399
750,1,1,0,0,apartment,690,off-street parking,laundry on site,fl,28.0691,'-80.62,7035261924
920,1,1,0,0,apartment,775,off-street parking,laundry on site,tn,36.1848,'-86.6002,7035263480
185,1,1,0,1,apartment,300,off-street parking,laundry in bldg,nd,48.2602,'-101.297,7035263932
325,1,1,0,1,apartment,300,off-street parking,laundry in bldg,nd,48.2602,'-101.297,7035264131
510,1,1,0,1,apartment,300,off-street parking,laundry in bldg,nd,48.2602,'-101.297,7035264299
1400,1,1,0,0,apartment,800,no parking,no laundry on site,sc,32.7842,'-79.9354,7035271045
1010,1,1,0,0,apartment,702,carport,w/d hookups,ca,38.0024,'-121.324,7035271089
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035271650
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035275024
705,1,1,0,0,apartment,900,off-street parking,w/d hookups,ms,32.3932,'-90.163,7035275270
1200,1,1,0,1,apartment,650,off-street parking,laundry on site,wi,44.6664,'-90.1737,7035275465
725,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035277324
750,1,1,0,0,apartment,690,off-street parking,laundry on site,fl,28.0691,'-80.62,7035277422
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035278121
400,1,1,0,0,apartment,600,off-street parking,no laundry on site,ia,42.169,'-92.3187,7035278807
1699,1,1,0,0,apartment,750,off-street parking,laundry in bldg,nj,40.7701,'-74.2443,7035278955
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035279441
400,1,1,0,0,apartment,600,off-street parking,no laundry on site,ia,42.169,'-92.3187,7035279562
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035279564
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035283287
2195,1,1,0,0,apartment,700,carport,laundry on site,ca,37.309,'-121.914,7035283553
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035284904
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035285489
725,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035286267
672,1,1,0,0,apartment,613,off-street parking,w/d hookups,mo,40.4856,'-93.0026,7035287296
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035287407
1700,1,1,0,0,apartment,820,detached garage,w/d in unit,nd,46.8394,'-100.784,7035287582
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035288785
930,1,1,0,0,apartment,650,off-street parking,laundry on site,pa,40.2635,'-75.6172,7035289270
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035290767
565,1,1,0,0,apartment,818,street parking,laundry on site,va,37.2542,'-79.9587,7035296076
650,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035297118
725,1,1,0,0,apartment,660,off-street parking,laundry in bldg,oh,39.7658,'-84.2045,7035297973
640,1,1,0,0,apartment,600,off-street parking,w/d in unit,al,32.3828,'-86.1935,7035299113
615,1,1,0,0,apartment,600,off-street parking,laundry on site,mi,46.5469,'-87.4171,7035299188
625,1,1,0,0,apartment,784,attached garage,laundry in bldg,oh,39.7692,'-84.2061,7035299377
835,1,1,0,0,apartment,475,off-street parking,laundry on site,id,43.5969,'-116.187,7035301226
725,1,1,0,0,apartment,550,off-street parking,laundry on site,wa,46.5909,'-120.559,7035303842
900,1,1,0,0,apartment,727,carport,laundry on site,or,46.1966,'-123.94,7035304199
625,1,1,0,0,apartment,784,attached garage,laundry in bldg,oh,39.7692,'-84.2061,7035307730
350,1,1,0,0,apartment,400,off-street parking,laundry in bldg,ne,40.266,'-96.7498,7035308489
550,1,1,0,0,apartment,350,off-street parking,no laundry on site,ny,42.113,'-76.0475,7035309517
700,1,1,0,0,apartment,560,off-street parking,w/d in unit,in,40.4255,'-86.8918,7035310833
625,1,1,0,0,apartment,784,attached garage,laundry in bldg,oh,39.7692,'-84.2061,7035311277
475,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035314600
185,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035314772
325,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035316075
590,1,1,0,0,apartment,840,off-street parking,laundry on site,la,32.5449,'-93.7038,7035316364
799,1,1,0,0,apartment,750,off-street parking,laundry in bldg,wv,39.6407,'-79.9603,7035318728
625,1,1,0,0,apartment,784,attached garage,laundry in bldg,oh,39.7692,'-84.2061,7035319497
825,1,1,0,0,apartment,646,detached garage,w/d hookups,ca,36.7489,'-119.793,7035319955
830,1,1,0,0,apartment,810,off-street parking,w/d hookups,va,38.0152,'-78.4725,7035325194
325,1,1,0,0,apartment,400,off-street parking,no laundry on site,nc,35.1006,'-77.0776,7035325902
825,1,1,0,0,apartment,646,detached garage,w/d hookups,ca,36.7489,'-119.793,7035327681
1100,1,1,0,0,condo,520,off-street parking,laundry on site,ak,61.2203,'-149.881,7035330980
845,1,1,0,0,apartment,820,detached garage,w/d in unit,nd,48.2111,'-101.332,7035334840
550,1,1,0,0,apartment,550,off-street parking,laundry in bldg,mi,42.684,'-84.5379,7035336117
664,1,1,0,0,apartment,626,carport,laundry on site,id,42.5901,'-114.466,7035337047
1200,1,1,0,1,condo,620,off-street parking,laundry on site,ak,61.2203,'-149.881,7035342315
700,1,1,0,0,manufactured,660,street parking,laundry on site,fl,28.0601,'-81.9142,7035345658
795,1,1,0,0,apartment,650,street parking,laundry in bldg,oh,39.1373,'-84.4397,7035345816
900,1,1,0,0,apartment,700,off-street parking,no laundry on site,fl,29.8895,'-81.3171,7035346464
795,1,1,0,0,apartment,650,street parking,laundry in bldg,oh,39.1373,'-84.4397,7035347967
880,1,1,0,0,apartment,880,off-street parking,w/d hookups,ny,43.9696,'-75.9635,7035349717
850,1,1,0,0,apartment,750,carport,w/d in unit,ak,61.1054,'-149.78,7035350717
1249,1,1,0,1,apartment,519,off-street parking,w/d in unit,in,40.4261,'-86.9081,7035353222
891,1,1,0,0,apartment,600,off-street parking,laundry on site,nj,39.9796,'-74.5877,7035354773
993,1,1,0,0,apartment,993,off-street parking,w/d hookups,ny,43.9692,'-75.9606,7035355524
1475,1,1,0,0,apartment,650,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7035355910
891,1,1,0,0,apartment,600,off-street parking,laundry on site,nj,39.9796,'-74.5877,7035357189
891,1,1,0,0,apartment,600,off-street parking,laundry on site,nj,39.9785,'-74.5869,7035359467
1455,1,1,0,0,apartment,650,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7035361259
475,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035363431
450,1,1,0,0,apartment,500,off-street parking,laundry on site,in,37.9591,'-87.5293,7035363566
185,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035363590
325,1,1,0,1,apartment,300,off-street parking,laundry in bldg,ga,32.7885,'-83.6683,7035363716
1400,1,1,0,1,apartment,750,off-street parking,laundry on site,mt,48.4235,'-114.349,7035365829
575,1,1,0,0,apartment,480,off-street parking,no laundry on site,in,37.9657,'-87.5566,7035372669
1125,1,1,0,0,apartment,750,off-street parking,laundry in bldg,mn,44.9471,'-93.3268,7035377578
900,1,1,0,0,condo,430,off-street parking,w/d in unit,fl,29.6512,'-82.3376,7035378758
1010,1,1,0,0,apartment,702,carport,w/d hookups,ca,38.0024,'-121.324,7035382225
2550,1,1,0,0,apartment,939,attached garage,w/d in unit,ca,37.3367,'-121.888,7035382642
1495,1,1,0,0,apartment,600,street parking,laundry in bldg,wa,47.6741,'-122.366,7035389392
160,1,1,0,1,condo,950,off-street parking,w/d in unit,fl,30.1223,'-81.3627,7035390124
1800,1,1,0,0,apartment,602,off-street parking,laundry on site,ma,42.2729,'-71.7995,7035390895
1478,1,1,0,0,apartment,777,attached garage,w/d in unit,md,39.4313,'-77.4016,7035391403
135,1,1,0,1,condo,950,off-street parking,w/d in unit,fl,30.1223,'-81.3627,7035392611
850,1,1,0,0,apartment,550,carport,laundry on site,ca,37.3034,'-120.46,7035396035
965,1,1,0,0,apartment,644,carport,laundry on site,ca,37.3234,'-120.483,7035396204
1065,1,1,0,0,apartment,800,off-street parking,laundry in bldg,mn,44.9464,'-93.3285,7035397479
1170,1,1,0,0,apartment,802,off-street parking,w/d hookups,nc,35.5393,'-82.518,7035402567
529,1,1,0,0,apartment,625,off-street parking,laundry on site,ok,35.7331,'-95.3404,7035402713
1525,1,1,0,0,apartment,700,attached garage,laundry in bldg,wi,43.0769,'-89.3814,7035402913
510,1,1,0,0,apartment,645,street parking,no laundry on site,in,41.0578,'-85.1486,7035410984
2030,1,1,0,0,apartment,625,carport,laundry on site,ca,36.594,'-121.849,7035411814
699,1,1,0,0,apartment,1140,carport,laundry in bldg,mi,43.4141,'-84.0206,7035413054
520,1,1,0,0,apartment,652,off-street parking,laundry on site,la,32.4616,'-93.8667,7035419161
135,1,1,0,1,apartment,950,off-street parking,w/d in unit,fl,30.1223,'-81.3627,7035422729
135,1,1,0,1,apartment,950,off-street parking,w/d in unit,fl,30.1223,'-81.3627,7035422939
505,1,1,0,0,apartment,550,street parking,laundry on site,tn,35.6559,'-88.8416,7035423874
950,1,1,0,0,apartment,700,off-street parking,laundry on site,nh,43.2095,'-71.5446,7035424420
779,1,1,0,0,apartment,550,off-street parking,laundry on site,tn,35.8456,'-86.3903,7035426088
449,1,1,0,0,apartment,550,street parking,laundry on site,tx,33.5865,'-101.861,7035429591
249,1,1,0,1,apartment,380,carport,laundry on site,nv,36.0998,'-115.196,7035434948
1000,1,1,0,0,apartment,700,no parking,no laundry on site,pa,40.6278,'-75.3928,7035434960
0,1,1,0,0,apartment,680,carport,laundry on site,ca,36.8149,'-119.711,7035437768
610,1,1,0,0,apartment,510,carport,laundry on site,az,32.7093,'-114.491,7035438093
640,1,1,0,0,apartment,650,off-street parking,laundry in bldg,va,36.9176,'-76.2544,7035438457
395,1,1,0,1,condo,460,carport,laundry in bldg,tx,27.8239,'-97.3878,7035443403
995,1,1,0,0,apartment,700,off-street parking,laundry in bldg,oh,42.519,'-83.157,7035444576
1700,1,1,0,0,apartment,820,detached garage,w/d in unit,nd,46.8394,'-100.784,7035448582
645,1,1,0,0,apartment,750,off-street parking,laundry on site,ms,32.3055,'-90.2309,7035451715
590,1,1,0,0,apartment,840,off-street parking,laundry on site,la,32.5449,'-93.7038,7035453025
590,1,1,0,0,apartment,525,off-street parking,laundry on site,nv,36.159,'-115.069,7035453132
915,1,1,0,0,apartment,630,off-street parking,laundry on site,ct,41.3688,'-72.1014,7035453347
1610,1,1,0,0,apartment,535,carport,laundry on site,ca,34.2236,'-119.043,7035454772
1100,1,1,0,1,cottage/cabin,500,off-street parking,laundry on site,or,42.1885,'-122.693,7035454924
975,1,1,0,0,apartment,700,street parking,no laundry on site,pa,40.6893,'-75.2181,7035456985
995,1,1,0,0,apartment,900,attached garage,laundry in bldg,wi,42.9918,'-87.889,7035457169
1050,1,1,0,0,apartment,630,off-street parking,laundry on site,ct,41.3507,'-72.1062,7035457533
595,1,1,0,0,apartment,552,off-street parking,laundry on site,ms,32.3055,'-90.2309,7035457788
1010,1,1,0,0,apartment,702,carport,w/d hookups,ca,38.0024,'-121.324,7035459570
710,1,1,0,0,townhouse,800,carport,w/d in unit,la,30.4317,'-91.0234,7035465432
375,1,1,0,0,apartment,660,off-street parking,laundry in bldg,wi,43.006,'-88.8177,7035473942
375,1,1,0,0,apartment,660,off-street parking,laundry in bldg,wi,43.0058,'-88.8176,7035476546
375,1,1,0,0,apartment,660,off-street parking,laundry in bldg,wi,43.0058,'-88.8176,7035478511
675,1,1,0,0,house,800,off-street parking,w/d hookups,in,37.9754,'-87.5393,7035479799
375,1,1,0,0,apartment,660,off-street parking,laundry in bldg,wi,43.0058,'-88.8173,7035481205
2200,1,1,0,0,condo,995,off-street parking,laundry in bldg,nj,40.7368,'-74.0604,7035483123
249,1,1,0,1,apartment,380,carport,laundry on site,nv,36.1,'-115.196,7035486008
850,1,1,0,0,apartment,1000,street parking,no laundry on site,ny,42.6534,'-73.7694,7035488994
1600,1,1,0,0,apartment,950,attached garage,w/d in unit,me,44.3332,'-69.7915,7035489720
1750,1,1,0,0,apartment,420,no parking,laundry in bldg,wa,48.7502,'-122.478,7035491145
1250,1,1,0,0,condo,690,off-street parking,w/d in unit,nc,34.208,'-77.8642,7035491196
1500,1,1,0,0,apartment,870,off-street parking,w/d in unit,pa,40.689,'-75.1554,7035491623
1620,1,1,0,0,apartment,870,off-street parking,w/d in unit,pa,40.6887,'-75.1549,7035492267
725,1,1,0,0,apartment,800,off-street parking,laundry in bldg,ny,42.9635,'-78.9016,7035492637
495,1,1,0,0,apartment,650,off-street parking,laundry on site,mo,38.9446,'-92.3202,7035502832
780,1,1,0,0,apartment,680,off-street parking,laundry on site,ak,60.5526,'-151.268,7035506285
1150,1,1,0,0,apartment,895,attached garage,w/d in unit,wa,46.2062,'-119.222,7035507275
1340,1,1,0,0,apartment,952,off-street parking,laundry on site,or,42.1999,'-122.713,7035508897
1100,1,1,0,0,apartment,400,street parking,no laundry on site,ny,40.7135,'-73.3546,7035509215
780,1,1,0,0,apartment,440,off-street parking,laundry in bldg,ak,61.1958,'-149.9,7035509517
780,1,1,0,0,apartment,440,off-street parking,laundry in bldg,ak,61.1958,'-149.9,7035511318
1175,1,1,0,0,apartment,470,off-street parking,laundry in bldg,wa,47.6253,'-122.361,7035514073
1295,1,1,0,0,apartment,580,off-street parking,laundry in bldg,wa,47.6253,'-122.361,7035514536
1335,1,1,0,0,apartment,594,off-street parking,laundry in bldg,wa,47.6253,'-122.361,7035515934
1295,1,1,0,0,apartment,715,off-street parking,laundry in bldg,wa,47.6741,'-122.265,7035516591
1365,1,1,0,0,apartment,620,off-street parking,laundry on site,wa,47.5224,'-122.377,7035516979
1095,1,1,0,0,apartment,400,street parking,laundry on site,or,45.532,'-122.694,7035528906
890,1,1,0,0,townhouse,800,carport,w/d in unit,az,32.25,'-110.887,7035529429
800,1,1,0,0,apartment,900,no parking,laundry on site,ma,41.7055,'-71.1436,7035536707
995,1,1,0,0,apartment,645,off-street parking,laundry on site,or,44.2807,'-121.172,7035540720
1550,1,1,0,1,in-law,600,off-street parking,laundry on site,sc,32.8145,'-79.8942,7035547711
1550,1,1,0,1,in-law,600,off-street parking,laundry on site,sc,32.8145,'-79.8942,7035547884
675,1,1,0,0,apartment,1000,street parking,w/d hookups,pa,42.1316,'-80.0864,7035555629
675,1,1,0,0,duplex,800,carport,no laundry on site,wa,46.323,'-120.019,7035556321
1285,1,1,0,1,condo,600,off-street parking,w/d in unit,la,30.2285,'-93.188,7035560490
475,1,1,0,0,apartment,750,off-street parking,laundry in bldg,il,41.5223,'-90.5948,7035561516
1500,1,1,0,1,condo,625,off-street parking,laundry in bldg,ca,39.2448,'-120.052,7035561855
400,1,1,0,0,house,500,off-street parking,laundry in bldg,ar,34.6462,'-93.6741,7035566003
780,1,1,0,0,apartment,440,off-street parking,laundry in bldg,ak,61.1958,'-149.9,7035566144
800,1,1,0,0,apartment,520,off-street parking,laundry in bldg,ak,64.8596,'-147.784,7035566185
585,1,1,0,1,apartment,900,off-street parking,laundry on site,il,40.5124,'-88.9883,7035567617
585,1,1,0,1,apartment,900,off-street parking,laundry on site,il,40.5124,'-88.9883,7035567970
595,1,1,0,1,apartment,900,off-street parking,laundry on site,il,40.5124,'-88.9883,7035568251
695,1,1,0,0,apartment,500,off-street parking,laundry in bldg,mt,46.0125,'-112.541,7035570772
4995,1,1,0,0,apartment,1040,attached garage,laundry in bldg,ca,37.7965,'-122.44,7035574244
525,1,1,0,1,apartment,700,carport,w/d in unit,il,37.7749,'-89.3572,7035576965
850,1,1,0,0,apartment,715,off-street parking,w/d in unit,mn,46.7932,'-96.8397,7035587324
1350,1,1,0,0,apartment,500,street parking,no laundry on site,ny,40.7135,'-73.3546,7035598219
750,1,1,0,0,apartment,600,off-street parking,laundry in bldg,wv,38.453,'-81.8156,7035602140
1850,1,1,0,0,apartment,600,off-street parking,laundry on site,ca,34.4228,'-119.712,7035604006
650,1,1,0,0,apartment,500,off-street parking,laundry on site,va,36.9442,'-76.252,7035609941
2495,1,1,0,1,townhouse,925,carport,laundry in bldg,ca,36.6193,'-121.909,7035615968
2695,1,1,0,1,townhouse,945,carport,laundry in bldg,ca,36.6192,'-121.909,7035620954
1400,1,1,0,0,apartment,600,street parking,laundry in bldg,hi,21.2863,'-157.836,7035630876
495,1,1,0,1,house,700,off-street parking,laundry in bldg,pa,39.7477,'-76.3268,7035635953
1200,1,1,0,0,apartment,650,street parking,w/d in unit,co,40.0609,'-105.061,7035636213
650,1,1,0,0,apartment,700,off-street parking,laundry in bldg,ny,42.8179,'-73.9206,7035643237
530,1,1,0,0,apartment,550,off-street parking,laundry in bldg,il,40.4896,'-88.9464,7035646241
1800,1,1,0,0,apartment,600,off-street parking,no laundry on site,ca,34.4156,'-119.699,7035646969
720,1,1,0,1,apartment,750,off-street parking,w/d hookups,sc,34.7722,'-80.3966,7035659769
1375,1,1,0,0,apartment,467,off-street parking,w/d in unit,hi,21.3037,'-157.846,7035668586
695,1,1,0,0,apartment,600,off-street parking,laundry on site,ia,41.6904,'-93.7898,7035672141
